,Agency,Gage,Timestamp,Discharge [cfs],Stage [ft],Discharge [m^3/s]
4321,USGS,5355200,7/31/2003,300.0,0.192833416,8.49504
4322,USGS,5355200,8/1/2003,294.0,0.188976747,8.3251392
4323,USGS,5355200,8/2/2003,279.0,0.179335076,7.9003872
4324,USGS,5355200,8/3/2003,276.0,0.177406742,7.8154368
4325,USGS,5355200,8/4/2003,273.0,0.175478408,7.7304864
4326,USGS,5355200,8/5/2003,274.0,0.176121186,7.7588032
4327,USGS,5355200,8/6/2003,274.0,0.176121186,7.7588032
4328,USGS,5355200,8/7/2003,286.0,0.183834523,8.0986048
4329,USGS,5355200,8/8/2003,275.0,0.176763964,7.78712
4330,USGS,5355200,8/9/2003,267.0,0.17162174,7.5605856
4331,USGS,5355200,8/10/2003,257.0,0.165193959,7.2774176
4332,USGS,5355200,8/11/2003,251.0,0.161337291,7.1075168
4333,USGS,5355200,8/12/2003,248.0,0.159408957,7.0225664
4334,USGS,5355200,8/13/2003,253.0,0.162622847,7.1641504
4335,USGS,5355200,8/14/2003,254.0,0.163265625,7.1924672
4336,USGS,5355200,8/15/2003,249.0,0.160051735,7.0508831999999995
4337,USGS,5355200,8/16/2003,243.0,0.156195067,6.8809824
4338,USGS,5355200,8/17/2003,228.0,0.146553396,6.4562304
4339,USGS,5355200,8/18/2003,217.0,0.139482837,6.1447456
4340,USGS,5355200,8/19/2003,213.0,0.136911725,6.0314784
4341,USGS,5355200,8/20/2003,215.0,0.138197281,6.088112
4342,USGS,5355200,8/21/2003,216.0,0.138840059,6.1164287999999996
4343,USGS,5355200,8/22/2003,224.0,0.143982284,6.3429632
4344,USGS,5355200,8/23/2003,263.0,0.169050628,7.4473184
4345,USGS,5355200,8/24/2003,274.0,0.176121186,7.7588032
4346,USGS,5355200,8/25/2003,259.0,0.166479515,7.3340512
4347,USGS,5355200,8/26/2003,240.0,0.154266732,6.796032
4348,USGS,5355200,8/27/2003,213.0,0.136911725,6.0314784
4349,USGS,5355200,8/28/2003,209.0,0.134340613,5.9182112
4350,USGS,5355200,8/29/2003,198.0,0.127270054,5.6067264
4351,USGS,5355200,8/30/2003,195.0,0.12534172,5.521776
4352,USGS,5355200,8/31/2003,190.0,0.12212783,5.380192
4353,USGS,5355200,9/1/2003,187.0,0.120199496,5.2952416
4354,USGS,5355200,9/2/2003,188.0,0.120842274,5.3235584
4355,USGS,5355200,9/3/2003,203.0,0.130483945,5.7483104
4356,USGS,5355200,9/4/2003,214.0,0.137554503,6.0597952
4357,USGS,5355200,9/5/2003,204.0,0.131126723,5.7766272
4358,USGS,5355200,9/6/2003,188.0,0.120842274,5.3235584
4359,USGS,5355200,9/7/2003,181.0,0.116342827,5.1253408
4360,USGS,5355200,9/8/2003,180.0,0.115700049,5.097024
4361,USGS,5355200,9/9/2003,180.0,0.115700049,5.097024
4362,USGS,5355200,9/10/2003,179.0,0.115057271,5.0687071999999995
4363,USGS,5355200,9/11/2003,172.0,0.110557825,4.8704896
4364,USGS,5355200,9/12/2003,202.0,0.129841166,5.7199936
4365,USGS,5355200,9/13/2003,290.0,0.186405635,8.211872
4366,USGS,5355200,9/14/2003,274.0,0.176121186,7.7588032
4367,USGS,5355200,9/15/2003,245.0,0.157480623,6.937616
4368,USGS,5355200,9/16/2003,203.0,0.130483945,5.7483104
4369,USGS,5355200,9/17/2003,175.0,0.112486159,4.95544
4370,USGS,5355200,9/18/2003,178.0,0.114414493,5.0403904
4371,USGS,5355200,9/19/2003,186.0,0.119556718,5.2669248
4372,USGS,5355200,9/20/2003,196.0,0.125984498,5.5500928
4373,USGS,5355200,9/21/2003,224.0,0.143982284,6.3429632
4374,USGS,5355200,9/22/2003,231.0,0.14848173,6.5411808
4375,USGS,5355200,9/23/2003,224.0,0.143982284,6.3429632
4376,USGS,5355200,9/24/2003,197.0,0.126627276,5.5784096
4377,USGS,5355200,9/25/2003,184.0,0.118271162,5.2102912
4378,USGS,5355200,9/26/2003,176.0,0.113128937,4.9837568
4379,USGS,5355200,9/27/2003,196.0,0.125984498,5.5500928
4380,USGS,5355200,9/28/2003,189.0,0.121485052,5.3518752
4381,USGS,5355200,9/29/2003,194.0,0.124698942,5.4934592
4382,USGS,5355200,9/30/2003,210.0,0.134983391,5.946528
4383,USGS,5355200,10/1/2003,222.0,0.142696728,6.2863296
4384,USGS,5355200,10/2/2003,223.0,0.143339506,6.3146464
4385,USGS,5355200,10/3/2003,226.0,0.14526784,6.3995968
4386,USGS,5355200,10/4/2003,226.0,0.14526784,6.3995968
4387,USGS,5355200,10/5/2003,227.0,0.145910618,6.4279136
4388,USGS,5355200,10/6/2003,232.0,0.149124508,6.5694976
4389,USGS,5355200,10/7/2003,239.0,0.153623954,6.7677152
4390,USGS,5355200,10/8/2003,241.0,0.154909511,6.8243488
4391,USGS,5355200,10/9/2003,240.0,0.154266732,6.796032
4392,USGS,5355200,10/10/2003,240.0,0.154266732,6.796032
4393,USGS,5355200,10/11/2003,251.0,0.161337291,7.1075168
4394,USGS,5355200,10/12/2003,254.0,0.163265625,7.1924672
4395,USGS,5355200,10/13/2003,273.0,0.175478408,7.7304864
4396,USGS,5355200,10/14/2003,273.0,0.175478408,7.7304864
4397,USGS,5355200,10/15/2003,281.0,0.180620633,7.9570208
4398,USGS,5355200,10/16/2003,270.0,0.173550074,7.645536
4399,USGS,5355200,10/17/2003,241.0,0.154909511,6.8243488
4400,USGS,5355200,10/18/2003,234.0,0.150410064,6.6261312
4401,USGS,5355200,10/19/2003,239.0,0.153623954,6.7677152
4402,USGS,5355200,10/20/2003,259.0,0.166479515,7.3340512
4403,USGS,5355200,10/21/2003,273.0,0.175478408,7.7304864
4404,USGS,5355200,10/22/2003,271.0,0.174192852,7.6738528
4405,USGS,5355200,10/23/2003,272.0,0.17483563,7.7021695999999995
4406,USGS,5355200,10/24/2003,274.0,0.176121186,7.7588032
4407,USGS,5355200,10/25/2003,273.0,0.175478408,7.7304864
4408,USGS,5355200,10/26/2003,263.0,0.169050628,7.4473184
4409,USGS,5355200,10/27/2003,251.0,0.161337291,7.1075168
4410,USGS,5355200,10/28/2003,256.0,0.164551181,7.2491008
4411,USGS,5355200,10/29/2003,262.0,0.16840785,7.4190016
4412,USGS,5355200,10/30/2003,270.0,0.173550074,7.645536
4413,USGS,5355200,10/31/2003,273.0,0.175478408,7.7304864
4414,USGS,5355200,11/1/2003,279.0,0.179335076,7.9003872
4415,USGS,5355200,11/2/2003,277.0,0.17804952,7.8437536
4416,USGS,5355200,11/3/2003,275.0,0.176763964,7.78712
4417,USGS,5355200,11/4/2003,270.0,0.173550074,7.645536
4418,USGS,5355200,11/5/2003,278.0,0.178692298,7.8720704
4419,USGS,5355200,11/6/2003,286.0,0.183834523,8.0986048
4420,USGS,5355200,11/7/2003,294.0,0.188976747,8.3251392
4421,USGS,5355200,11/8/2003,284.0,0.182548967,8.0419712
4422,USGS,5355200,11/9/2003,265.0,0.170336184,7.503952
4423,USGS,5355200,11/10/2003,257.0,0.165193959,7.2774176
4424,USGS,5355200,11/11/2003,271.0,0.174192852,7.6738528
4425,USGS,5355200,11/12/2003,285.0,0.183191745,8.070288
4426,USGS,5355200,11/13/2003,299.0,0.192190638,8.4667232
4427,USGS,5355200,11/14/2003,299.0,0.192190638,8.4667232
4428,USGS,5355200,11/15/2003,300.0,0.192833416,8.49504
4429,USGS,5355200,11/16/2003,299.0,0.192190638,8.4667232
4430,USGS,5355200,11/17/2003,302.0,0.194118972,8.551673599999999
4431,USGS,5355200,11/18/2003,305.0,0.196047306,8.636624
4432,USGS,5355200,11/19/2003,304.0,0.195404528,8.6083072
4433,USGS,5355200,11/20/2003,301.0,0.193476194,8.5233568
4434,USGS,5355200,11/21/2003,282.0,0.181263411,7.9853376
4435,USGS,5355200,11/22/2003,246.0,0.158123401,6.9659328
4436,USGS,5355200,11/23/2003,244.0,0.156837845,6.9092991999999995
4437,USGS,5355200,11/24/2003,241.0,0.154909511,6.8243488
4438,USGS,5355200,11/25/2003,242.0,0.155552289,6.8526656
4439,USGS,5355200,11/26/2003,242.0,0.155552289,6.8526656
4440,USGS,5355200,11/27/2003,241.0,0.154909511,6.8243488
4441,USGS,5355200,11/28/2003,238.0,0.152981176,6.7393984
4442,USGS,5355200,11/29/2003,218.0,0.140125615,6.1730624
4443,USGS,5355200,11/30/2003,217.0,0.139482837,6.1447456
4444,USGS,5355200,12/1/2003,223.0,0.143339506,6.3146464
4445,USGS,5355200,12/2/2003,215.0,0.138197281,6.088112
4446,USGS,5355200,12/3/2003,201.0,0.129198388,5.6916768
4447,USGS,5355200,12/4/2003,219.0,0.140768393,6.2013792
4448,USGS,5355200,12/5/2003,229.0,0.147196174,6.4845472
4449,USGS,5355200,12/6/2003,241.0,0.154909511,6.8243488
4450,USGS,5355200,12/7/2003,238.0,0.152981176,6.7393984
4451,USGS,5355200,12/8/2003,237.0,0.152338398,6.7110816
4452,USGS,5355200,12/9/2003,252.0,0.161980069,7.1358336
4453,USGS,5355200,12/10/2003,251.0,0.161337291,7.1075168
4454,USGS,5355200,12/11/2003,226.0,0.14526784,6.3995968
4455,USGS,5355200,12/12/2003,196.0,0.125984498,5.5500928
4456,USGS,5355200,12/13/2003,212.0,0.136268947,6.0031616
4457,USGS,5355200,12/14/2003,214.0,0.137554503,6.0597952
4458,USGS,5355200,12/15/2003,226.0,0.14526784,6.3995968
4459,USGS,5355200,12/16/2003,231.0,0.14848173,6.5411808
4460,USGS,5355200,12/17/2003,230.0,0.147838952,6.5128639999999995
4461,USGS,5355200,12/18/2003,234.0,0.150410064,6.6261312
4462,USGS,5355200,12/19/2003,243.0,0.156195067,6.8809824
4463,USGS,5355200,12/20/2003,235.0,0.151052842,6.6544479999999995
4464,USGS,5355200,12/21/2003,227.0,0.145910618,6.4279136
4465,USGS,5355200,12/22/2003,226.0,0.14526784,6.3995968
4466,USGS,5355200,12/23/2003,218.0,0.140125615,6.1730624
4467,USGS,5355200,12/24/2003,205.0,0.131769501,5.804944
4468,USGS,5355200,12/25/2003,203.0,0.130483945,5.7483104
4469,USGS,5355200,12/26/2003,200.0,0.12855561,5.66336
4470,USGS,5355200,12/27/2003,216.0,0.138840059,6.1164287999999996
4471,USGS,5355200,12/28/2003,249.0,0.160051735,7.0508831999999995
4472,USGS,5355200,12/29/2003,258.0,0.165836737,7.3057343999999995
4473,USGS,5355200,12/30/2003,247.0,0.158766179,6.9942496
4474,USGS,5355200,12/31/2003,217.0,0.139482837,6.1447456
4475,USGS,5355200,1/1/2004,218.0,0.140125615,6.1730624
4476,USGS,5355200,1/2/2004,218.0,0.140125615,6.1730624
4477,USGS,5355200,1/3/2004,215.0,0.138197281,6.088112
4478,USGS,5355200,1/4/2004,210.0,0.134983391,5.946528
4479,USGS,5355200,1/5/2004,203.0,0.130483945,5.7483104
4480,USGS,5355200,1/6/2004,197.0,0.126627276,5.5784096
4481,USGS,5355200,1/7/2004,193.0,0.124056164,5.4651423999999995
4482,USGS,5355200,1/8/2004,188.0,0.120842274,5.3235584
4483,USGS,5355200,1/9/2004,188.0,0.120842274,5.3235584
4484,USGS,5355200,1/10/2004,192.0,0.123413386,5.4368256
4485,USGS,5355200,1/11/2004,200.0,0.12855561,5.66336
4486,USGS,5355200,1/12/2004,202.0,0.129841166,5.7199936
4487,USGS,5355200,1/13/2004,203.0,0.130483945,5.7483104
4488,USGS,5355200,1/14/2004,203.0,0.130483945,5.7483104
4489,USGS,5355200,1/15/2004,201.0,0.129198388,5.6916768
4490,USGS,5355200,1/16/2004,200.0,0.12855561,5.66336
4491,USGS,5355200,1/17/2004,196.0,0.125984498,5.5500928
4492,USGS,5355200,1/18/2004,194.0,0.124698942,5.4934592
4493,USGS,5355200,1/19/2004,190.0,0.12212783,5.380192
4494,USGS,5355200,1/20/2004,183.0,0.117628384,5.1819744
4495,USGS,5355200,1/21/2004,182.0,0.116985605,5.1536576
4496,USGS,5355200,1/22/2004,186.0,0.119556718,5.2669248
4497,USGS,5355200,1/23/2004,190.0,0.12212783,5.380192
4498,USGS,5355200,1/24/2004,198.0,0.127270054,5.6067264
4499,USGS,5355200,1/25/2004,205.0,0.131769501,5.804944
4500,USGS,5355200,1/26/2004,217.0,0.139482837,6.1447456
4501,USGS,5355200,1/27/2004,216.0,0.138840059,6.1164287999999996
4502,USGS,5355200,1/28/2004,213.0,0.136911725,6.0314784
4503,USGS,5355200,1/29/2004,210.0,0.134983391,5.946528
4504,USGS,5355200,1/30/2004,208.0,0.133697835,5.8898944
4505,USGS,5355200,1/31/2004,205.0,0.131769501,5.804944
4506,USGS,5355200,2/1/2004,204.0,0.131126723,5.7766272
4507,USGS,5355200,2/2/2004,202.0,0.129841166,5.7199936
4508,USGS,5355200,2/3/2004,202.0,0.129841166,5.7199936
4509,USGS,5355200,2/4/2004,202.0,0.129841166,5.7199936
4510,USGS,5355200,2/5/2004,202.0,0.129841166,5.7199936
4511,USGS,5355200,2/6/2004,203.0,0.130483945,5.7483104
4512,USGS,5355200,2/7/2004,204.0,0.131126723,5.7766272
4513,USGS,5355200,2/8/2004,205.0,0.131769501,5.804944
4514,USGS,5355200,2/9/2004,206.0,0.132412279,5.8332608
4515,USGS,5355200,2/10/2004,208.0,0.133697835,5.8898944
4516,USGS,5355200,2/11/2004,209.0,0.134340613,5.9182112
4517,USGS,5355200,2/12/2004,209.0,0.134340613,5.9182112
4518,USGS,5355200,2/13/2004,208.0,0.133697835,5.8898944
4519,USGS,5355200,2/14/2004,205.0,0.131769501,5.804944
4520,USGS,5355200,2/15/2004,200.0,0.12855561,5.66336
4521,USGS,5355200,2/16/2004,199.0,0.127912832,5.6350432
4522,USGS,5355200,2/17/2004,200.0,0.12855561,5.66336
4523,USGS,5355200,2/18/2004,200.0,0.12855561,5.66336
4524,USGS,5355200,2/19/2004,210.0,0.134983391,5.946528
4525,USGS,5355200,2/20/2004,218.0,0.140125615,6.1730624
4526,USGS,5355200,2/21/2004,219.0,0.140768393,6.2013792
4527,USGS,5355200,2/22/2004,220.0,0.141411171,6.229696
4528,USGS,5355200,2/23/2004,218.0,0.140125615,6.1730624
4529,USGS,5355200,2/24/2004,215.0,0.138197281,6.088112
4530,USGS,5355200,2/25/2004,212.0,0.136268947,6.0031616
4531,USGS,5355200,2/26/2004,212.0,0.136268947,6.0031616
4532,USGS,5355200,2/27/2004,224.0,0.143982284,6.3429632
4533,USGS,5355200,2/28/2004,243.0,0.156195067,6.8809824
4534,USGS,5355200,2/29/2004,284.0,0.182548967,8.0419712
4535,USGS,5355200,3/1/2004,651.0,0.418448512,18.4342368
4536,USGS,5355200,3/2/2004,1040.0,0.668489174,29.449472
4537,USGS,5355200,3/3/2004,1000.0,0.642778052,28.3168
4538,USGS,5355200,3/4/2004,928.0,0.596498032,26.2779904
4539,USGS,5355200,3/5/2004,861.0,0.553431903,24.380764799999998
4540,USGS,5355200,3/6/2004,781.0,0.502009659,22.1154208
4541,USGS,5355200,3/7/2004,761.0,0.489154098,21.5490848
4542,USGS,5355200,3/8/2004,755.0,0.485297429,21.379184
4543,USGS,5355200,3/9/2004,745.0,0.478869649,21.096016
4544,USGS,5355200,3/10/2004,749.0,0.481440761,21.209283199999998
4545,USGS,5355200,3/11/2004,785.0,0.504580771,22.228688
4546,USGS,5355200,3/12/2004,932.0,0.599069144,26.3912576
4547,USGS,5355200,3/13/2004,914.0,0.587499139,25.8815552
4548,USGS,5355200,3/14/2004,930.0,0.597783588,26.334623999999998
4549,USGS,5355200,3/15/2004,918.0,0.590070252,25.9948224
4550,USGS,5355200,3/16/2004,817.0,0.525149668,23.1348256
4551,USGS,5355200,3/17/2004,851.0,0.547004122,24.097596799999998
4552,USGS,5355200,3/18/2004,1090.0,0.700628077,30.865312
4553,USGS,5355200,3/19/2004,1080.0,0.694200296,30.582144
4554,USGS,5355200,3/20/2004,1100.0,0.707055857,31.14848
4555,USGS,5355200,3/21/2004,924.0,0.59392692,26.1647232
4556,USGS,5355200,3/22/2004,816.0,0.52450689,23.1065088
4557,USGS,5355200,3/23/2004,785.0,0.504580771,22.228688
4558,USGS,5355200,3/24/2004,787.0,0.505866327,22.2853216
4559,USGS,5355200,3/25/2004,795.0,0.511008551,22.511855999999998
4560,USGS,5355200,3/26/2004,822.0,0.528363559,23.2764096
4561,USGS,5355200,3/27/2004,811.0,0.521293,22.9649248
4562,USGS,5355200,3/28/2004,810.0,0.520650222,22.936608
4563,USGS,5355200,3/29/2004,855.0,0.549575234,24.210864
4564,USGS,5355200,3/30/2004,951.0,0.611281927,26.9292768
4565,USGS,5355200,3/31/2004,915.0,0.588141918,25.909872
4566,USGS,5355200,4/1/2004,846.0,0.543790232,23.9560128
4567,USGS,5355200,4/2/2004,796.0,0.511651329,22.5401728
4568,USGS,5355200,4/3/2004,770.0,0.4949391,21.803936
4569,USGS,5355200,4/4/2004,758.0,0.487225763,21.4641344
4570,USGS,5355200,4/5/2004,756.0,0.485940207,21.4075008
4571,USGS,5355200,4/6/2004,753.0,0.484011873,21.3225504
4572,USGS,5355200,4/7/2004,722.0,0.464085754,20.4447296
4573,USGS,5355200,4/8/2004,625.0,0.401736282,17.698
4574,USGS,5355200,4/9/2004,538.0,0.345814592,15.2344384
4575,USGS,5355200,4/10/2004,482.0,0.309819021,13.6486976
4576,USGS,5355200,4/11/2004,459.0,0.295035126,12.9974112
4577,USGS,5355200,4/12/2004,447.0,0.287321789,12.6576096
4578,USGS,5355200,4/13/2004,431.0,0.27703734,12.2045408
4579,USGS,5355200,4/14/2004,401.0,0.257753999,11.3550368
4580,USGS,5355200,4/15/2004,355.0,0.228186208,10.052464
4581,USGS,5355200,4/16/2004,362.0,0.232685655,10.2506816
4582,USGS,5355200,4/17/2004,366.0,0.235256767,10.3639488
4583,USGS,5355200,4/18/2004,375.0,0.241041769,10.6188
4584,USGS,5355200,4/19/2004,444.0,0.285393455,12.5726592
4585,USGS,5355200,4/20/2004,502.0,0.322674582,14.2150336
4586,USGS,5355200,4/21/2004,448.0,0.287964567,12.6859264
4587,USGS,5355200,4/22/2004,484.0,0.311104577,13.7053312
4588,USGS,5355200,4/23/2004,518.0,0.332959031,14.6681024
4589,USGS,5355200,4/24/2004,508.0,0.32653125,14.3849344
4590,USGS,5355200,4/25/2004,486.0,0.312390133,13.7619648
4591,USGS,5355200,4/26/2004,527.0,0.338744033,14.9229536
4592,USGS,5355200,4/27/2004,484.0,0.311104577,13.7053312
4593,USGS,5355200,4/28/2004,491.0,0.315604024,13.9035488
4594,USGS,5355200,4/29/2004,489.0,0.314318467,13.8469152
4595,USGS,5355200,4/30/2004,448.0,0.287964567,12.6859264
4596,USGS,5355200,5/1/2004,406.0,0.260967889,11.4966208
4597,USGS,5355200,5/2/2004,390.0,0.25068344,11.043552
4598,USGS,5355200,5/3/2004,369.0,0.237185101,10.4488992
4599,USGS,5355200,5/4/2004,357.0,0.229471765,10.1090976
4600,USGS,5355200,5/5/2004,347.0,0.223043984,9.8259296
4601,USGS,5355200,5/6/2004,318.0,0.204403421,9.0047424
4602,USGS,5355200,5/7/2004,292.0,0.187691191,8.2685056
4603,USGS,5355200,5/8/2004,261.0,0.167765072,7.3906848
4604,USGS,5355200,5/9/2004,280.0,0.179977855,7.928704
4605,USGS,5355200,5/10/2004,440.0,0.282822343,12.459392
4606,USGS,5355200,5/11/2004,537.0,0.345171814,15.2061216
4607,USGS,5355200,5/12/2004,507.0,0.325888472,14.3566176
4608,USGS,5355200,5/13/2004,562.0,0.361241265,15.9140416
4609,USGS,5355200,5/14/2004,745.0,0.478869649,21.096016
4610,USGS,5355200,5/15/2004,829.0,0.532863005,23.4746272
4611,USGS,5355200,5/16/2004,869.0,0.558574127,24.6072992
4612,USGS,5355200,5/17/2004,775.0,0.49815299,21.94552
4613,USGS,5355200,5/18/2004,617.0,0.396594058,17.4714656
4614,USGS,5355200,5/19/2004,500.0,0.321389026,14.1584
4615,USGS,5355200,5/20/2004,732.0,0.470513534,20.7278976
4616,USGS,5355200,5/21/2004,891.0,0.572715244,25.2302688
4617,USGS,5355200,5/22/2004,891.0,0.572715244,25.2302688
4618,USGS,5355200,5/23/2004,1130.0,0.726339199,31.997984
4619,USGS,5355200,5/24/2004,2190.0,1.407683934,62.013792
4620,USGS,5355200,5/25/2004,2280.0,1.465533958,64.562304
4621,USGS,5355200,5/26/2004,2190.0,1.407683934,62.013792
4622,USGS,5355200,5/27/2004,2060.0,1.324122787,58.332608
4623,USGS,5355200,5/28/2004,1730.0,1.11200603,48.988064
4624,USGS,5355200,5/29/2004,1560.0,1.002733761,44.174208
4625,USGS,5355200,5/30/2004,2120.0,1.36268947,60.031616
4626,USGS,5355200,5/31/2004,2830.0,1.819061887,80.136544
4627,USGS,5355200,6/1/2004,2760.0,1.774067423,78.154368
4628,USGS,5355200,6/2/2004,2520.0,1.619800691,71.358336
4629,USGS,5355200,6/3/2004,2240.0,1.439822836,63.429632
4630,USGS,5355200,6/4/2004,1840.0,1.182711616,52.102911999999996
4631,USGS,5355200,6/5/2004,1600.0,1.028444883,45.30688
4632,USGS,5355200,6/6/2004,1470.0,0.944883736,41.625696
4633,USGS,5355200,6/7/2004,1250.0,0.803472565,35.396
4634,USGS,5355200,6/8/2004,1080.0,0.694200296,30.582144
4635,USGS,5355200,6/9/2004,1760.0,1.131289371,49.837568
4636,USGS,5355200,6/10/2004,5340.0,3.432434797,151.211712
4637,USGS,5355200,6/11/2004,9130.0,5.868563614,258.532384
4638,USGS,5355200,6/12/2004,9940.0,6.389213836,281.468992
4639,USGS,5355200,6/13/2004,9480.0,6.093535933,268.443264
4640,USGS,5355200,6/14/2004,8200.0,5.270780026,232.19776
4641,USGS,5355200,6/15/2004,6680.0,4.293757387,189.156224
4642,USGS,5355200,6/16/2004,5190.0,3.33601809,146.964192
4643,USGS,5355200,6/17/2004,4180.0,2.686812257,118.364224
4644,USGS,5355200,6/18/2004,3800.0,2.442556597,107.60384
4645,USGS,5355200,6/19/2004,3170.0,2.037606425,89.764256
4646,USGS,5355200,6/20/2004,2600.0,1.671222935,73.62368
4647,USGS,5355200,6/21/2004,2350.0,1.510528422,66.54448
4648,USGS,5355200,6/22/2004,2040.0,1.311267226,57.766272
4649,USGS,5355200,6/23/2004,1690.0,1.086294908,47.855392
4650,USGS,5355200,6/24/2004,1480.0,0.951311517,41.908864
4651,USGS,5355200,6/25/2004,1540.0,0.9898782,43.607872
4652,USGS,5355200,6/26/2004,1400.0,0.899889273,39.64352
4653,USGS,5355200,6/27/2004,1150.0,0.73919476,32.56432
4654,USGS,5355200,6/28/2004,1200.0,0.771333662,33.98016
4655,USGS,5355200,6/29/2004,1070.0,0.687772516,30.298976
4656,USGS,5355200,6/30/2004,933.0,0.599711922,26.4195744
4657,USGS,5355200,7/1/2004,896.0,0.575929135,25.3718528
4658,USGS,5355200,7/2/2004,882.0,0.566930242,24.9754176
4659,USGS,5355200,7/3/2004,849.0,0.545718566,24.0409632
4660,USGS,5355200,7/4/2004,938.0,0.602925813,26.5611584
4661,USGS,5355200,7/5/2004,977.0,0.627994157,27.6655136
4662,USGS,5355200,7/6/2004,1150.0,0.73919476,32.56432
4663,USGS,5355200,7/7/2004,1700.0,1.092722688,48.13856
4664,USGS,5355200,7/8/2004,2050.0,1.317695007,58.04944
4665,USGS,5355200,7/9/2004,2000.0,1.285556104,56.6336
4666,USGS,5355200,7/10/2004,1670.0,1.073439347,47.289056
4667,USGS,5355200,7/11/2004,1660.0,1.067011566,47.005888
4668,USGS,5355200,7/12/2004,3090.0,1.986184181,87.498912
4669,USGS,5355200,7/13/2004,4170.0,2.680384477,118.081056
4670,USGS,5355200,7/14/2004,3500.0,2.249723182,99.1088
4671,USGS,5355200,7/15/2004,2650.0,1.703361838,75.03952
4672,USGS,5355200,7/16/2004,2090.0,1.343406129,59.182112
4673,USGS,5355200,7/17/2004,1800.0,1.157000494,50.97024
4674,USGS,5355200,7/18/2004,1660.0,1.067011566,47.005888
4675,USGS,5355200,7/19/2004,1520.0,0.977022639,43.041536
4676,USGS,5355200,7/20/2004,1170.0,0.752050321,33.130656
4677,USGS,5355200,7/21/2004,1010.0,0.649205832,28.599968
4678,USGS,5355200,7/22/2004,1140.0,0.732766979,32.281152
4679,USGS,5355200,7/23/2004,1190.0,0.764905882,33.696992
4680,USGS,5355200,7/24/2004,1340.0,0.86132259,37.944511999999996
4681,USGS,5355200,7/25/2004,1100.0,0.707055857,31.14848
4682,USGS,5355200,7/26/2004,1020.0,0.655633613,28.883136
4683,USGS,5355200,7/27/2004,928.0,0.596498032,26.2779904
4684,USGS,5355200,7/28/2004,833.0,0.535434117,23.5878944
4685,USGS,5355200,7/29/2004,793.0,0.509722995,22.4552224
4686,USGS,5355200,7/30/2004,823.0,0.529006337,23.3047264
4687,USGS,5355200,7/31/2004,922.0,0.592641364,26.1080896
4688,USGS,5355200,8/1/2004,1010.0,0.649205832,28.599968
4689,USGS,5355200,8/2/2004,1030.0,0.662061394,29.166304
4690,USGS,5355200,8/3/2004,951.0,0.611281927,26.9292768
4691,USGS,5355200,8/4/2004,817.0,0.525149668,23.1348256
4692,USGS,5355200,8/5/2004,816.0,0.52450689,23.1065088
4693,USGS,5355200,8/6/2004,804.0,0.516793554,22.7667072
4694,USGS,5355200,8/7/2004,922.0,0.592641364,26.1080896
4695,USGS,5355200,8/8/2004,971.0,0.624137488,27.4956128
4696,USGS,5355200,8/9/2004,879.0,0.565001908,24.8904672
4697,USGS,5355200,8/10/2004,730.0,0.469227978,20.671264
4698,USGS,5355200,8/11/2004,603.0,0.387595165,17.0750304
4699,USGS,5355200,8/12/2004,554.0,0.356099041,15.6875072
4700,USGS,5355200,8/13/2004,542.0,0.348385704,15.3477056
4701,USGS,5355200,8/14/2004,512.0,0.329102363,14.4982016
4702,USGS,5355200,8/15/2004,484.0,0.311104577,13.7053312
4703,USGS,5355200,8/16/2004,619.0,0.397879614,17.5280992
4704,USGS,5355200,8/17/2004,765.0,0.49172521,21.662352
4705,USGS,5355200,8/18/2004,1020.0,0.655633613,28.883136
4706,USGS,5355200,8/19/2004,1180.0,0.758478101,33.413824
4707,USGS,5355200,8/20/2004,1130.0,0.726339199,31.997984
4708,USGS,5355200,8/21/2004,1050.0,0.674916955,29.73264
4709,USGS,5355200,8/22/2004,864.0,0.555360237,24.465715199999998
4710,USGS,5355200,8/23/2004,746.0,0.479512427,21.1243328
4711,USGS,5355200,8/24/2004,647.0,0.4158774,18.3209696
4712,USGS,5355200,8/25/2004,543.0,0.349028482,15.3760224
4713,USGS,5355200,8/26/2004,532.0,0.341957924,15.0645376
4714,USGS,5355200,8/27/2004,512.0,0.329102363,14.4982016
4715,USGS,5355200,8/28/2004,451.0,0.289892901,12.7708768
4716,USGS,5355200,8/29/2004,436.0,0.280251231,12.3461248
4717,USGS,5355200,8/30/2004,441.0,0.283465121,12.4877088
4718,USGS,5355200,8/31/2004,516.0,0.331673475,14.611468799999999
4719,USGS,5355200,9/1/2004,602.0,0.386952387,17.0467136
4720,USGS,5355200,9/2/2004,542.0,0.348385704,15.3477056
4721,USGS,5355200,9/3/2004,416.0,0.26739567,11.7797888
4722,USGS,5355200,9/4/2004,366.0,0.235256767,10.3639488
4723,USGS,5355200,9/5/2004,375.0,0.241041769,10.6188
4724,USGS,5355200,9/6/2004,578.0,0.371525714,16.3671104
4725,USGS,5355200,9/7/2004,461.0,0.296320682,13.0540448
4726,USGS,5355200,9/8/2004,476.0,0.305962353,13.4787968
4727,USGS,5355200,9/9/2004,511.0,0.328459585,14.469884799999999
4728,USGS,5355200,9/10/2004,512.0,0.329102363,14.4982016
4729,USGS,5355200,9/11/2004,508.0,0.32653125,14.3849344
4730,USGS,5355200,9/12/2004,491.0,0.315604024,13.9035488
